n,i,t,a
Shiawassee,26155,1163493,0.514
Sibley,27143,4124041,0.246
Simpson,28127,29912036,5.706
Sioux,38085,117091251,1.665
Slope,38087,276618,0.667
Smith,48423,61291436,6.417
Snyder,42109,230230,0.787
Somerset,42111,4955100,1.355
Southampton,51175,237959,0.224
Spartanburg,45083,719,0.072
Spencer,21215,37661042,4.177
Spink,46115,10397683,0.223
Spotsylvania,51177,368374,2.094
Stafford,51179,10932250,1.994
Stanley,46117,1187568,3.385
Stanly,37167,254357,0.602
Stanton,31167,118443862,7.431
Stark,39151,43153263,1.347
Starke,18149,7636918,3.481
Stearns,27145,7324871,0.241
Steele,38091,2601844,0.039
Stephenson,17177,46309988,6.151
Steuben,36101,24923198,2.874
Stevens,53065,21786381,0.535
Stewart,47161,2172318,5.099
Stoddard,29207,5600266,0.989
Stokes,37169,82556,1.171
Story,19169,5406115,0.338
Stutsman,38093,2610866,0.148
Sullivan,47163,165292560,5.571
Sully,46119,8189582,0.749
Sumner,47165,20916076,4.105
Sumter,45085,2202700,0.257
Sunflower,28133,5858182,0.764
Surry,51181,283526,0.229
Susquehanna,42115,33620,0.233
Sussex,51183,15546297,0.96
Suwannee,12121,2495,0.044
Swift,27151,1208361,0.345
Swisher,48437,609873,0.917
Switzerland,18155,2410356,2.009
Talbot,24041,5905440,2.779
Talladega,1121,156603,0.244
Tallahatchie,28135,2346997,0.396
Tama,19171,4968230,0.704
Tate,28137,88594,0.45
Tattnall,13267,21972,0.189
Taylor,55119,164174738,2.341
Tazewell,51185,32038688,3.761
Telfair,13271,194838,1.026
Tensas,22107,6381,0.006
Terrell,48443,357684,0.083
Texas,48000,10288110,0.563
Thayer,31169,3887317,0.933
Thomas,31171,132265803,1.868
Thurston,53067,57629798,6.885
Tift,13277,75326,0.812
Tioga,42117,58020,0.039
Tippah,28139,49617,0.284
Tippecanoe,18157,22000416,4.507
Tipton,47167,1532516,0.092
Todd,46121,52247838,2.716
Toombs,13279,8110,0.388
Towner,38095,174842,0.093
Traill,38097,1342702,0.026
Traverse,27155,201279,0.027
Travis,48453,52922,0.19
Treasure,30103,50882,0.688
Trego,20195,3520848,1.706
Trempealeau,55121,4712337,0.82
Trigg,21221,9626127,7.227
Trimble,21223,140176,1.219
Tripp,46123,16671225,2.871
Trousdale,47169,289427,1.76
Trumbull,39155,36926,0.024
Tulsa,40143,42371,8.667
Tunica,28143,260780,0.134
Turner,46125,105600348,4.273
Tuscarawas,39157,684095,1.574
Tuscola,26157,384188,0.037
Twin Falls,16083,67880,0.208
Tyrrell,37177,57731,0.019
Ulster,36111,4370,0.066
Umatilla,41059,11726,0.042
Union,5139,1484253180,2.328
Uvalde,48463,199321,1.405
Valley,31175,19061988,1.038
Van Buren,5141,43584340,1.638
Van Wert,39161,6416638,1.097
Vance,37181,18629,1.162
Vanderburgh,18163,10805349,9.482
Venango,42121,12270,0.046
Vermilion,22113,118801600,9.069
Vermillion,18165,14231618,6.598
Vernon,55123,51278289,2.207
Victoria,48469,511876,0.184
Vigo,18167,14056552,8.089
Wabash,18169,67009330,5.412
Wabasha,27157,869939,0.447
Wabaunsee,20197,4054834,4.289
Wadena,27159,110371,0.057
Wagoner,40145,165451,0.513
Wake,37183,49016,0.774
Wallace,20199,11133367,3.285
Waller,48473,63611,0.251
Walsh,38099,1040682,0.169
Walworth,55127,33901532,1.551
Wapello,19179,11787689,2.874
Ward,48475,484304,0.217
Ware,13299,11329,0.013
Warren,51187,745504298,3.195
Warrick,18173,15521793,5.576
Waseca,27161,348874,0.018
Washburn,55129,85873,0.21
Washington,8121,4478411936,3.107
Washtenaw,26161,10170313,6.476
Watonwan,27165,806605,0.195
Waukesha,55133,2410507,2.337
Waupaca,55135,2769719,0.816
Waushara,55137,3710913,1.332
Wayne,54099,2642137200,4.224
Weakley,47183,17854312,6.373
Webster,54101,320893328,3.161
Weld,8123,8712477,1.183
Wells,38103,16257806,0.388
West Carroll,22123,108758,0.13
Westmoreland,51193,8473894,2.002
Wexford,26165,202394,1.633
Wharton,48481,2799382,0.422
Wheeler,48483,10673040,0.656
White,5145,343195920,3.896
Whiteside,17195,17472455,0.937
Whitley,21235,32167208,3.038
Wibaux,30109,9805,0.582
Wichita,48485,22337174,1.938
Wicomico,24045,1667795,1.004
Wilkes,37193,50192,0.049
Wilkin,27167,265402,0.082
Will,17197,9245518,2.61
Willacy,48489,374,0.035
Williams,39171,19995448,2.613
Williamsburg,51830,768578,0.224
Williamson,48491,27703020,2.753
Wilson,48493,17384276,1.64
Windham,9015,16806,0.041
Winnebago,55139,100674789,2.404
Winneshiek,19191,23999180,3.296
Winona,27169,1131561,0.474
Wise,51195,274560,1.084
Wood,55141,16490800,0.667
Woodbury,19193,36136276,2.074
Woodford,21239,85116252,6.608
Woodruff,5147,177992,0.101
Woodson,20207,5597327,6.293
Worcester,25027,1105254,1.088
Worth,29227,47842884,1.814
Wright,29229,37447860,1.482
Wyandot,39175,5009831,0.701
Wyoming,56000,64964,0.016
Yadkin,37197,255860,0.595
Yalobusha,28161,117630,0.419
Yankton,46135,45289204,7.974
Yates,36123,11460,0.239
Yazoo,28163,73396,0.203
Yellow Medicine,27173,5724198,0.486
Yellowstone,30111,44836,1.199
York,51199,29599990,0.684
Yuma,8125,25625684,1.037
Ziebach,46137,357992,0.687
